row,legacy_url,title,brand,match_method,ad_id
2484,/advert/news-of-the-world/kelly%2C-abbey%2C-lindsay,"Kelly, Abbey, Lindsay",News Of The World,brand_year_unique,ea6c7bf2-1804-4a4f-a99e-fe3164f7047c
2558,/advert/dolce-%26-gabbana/the-one,The One,Dolce & Gabbana,brand_year_unique,132fe790-8177-40b4-ae73-8ec0e1e94cb8
2568,/advert/marks-%26-spencer/free-range-eggs,Free Range Eggs,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
2587,/advert/marks-%26-spencer/the-date,The Date,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
2604,/advert/marks-%26-spencer/oakham-chicken-breast-skewers,Oakham Chicken Breast Skewers,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
2652,/advert/hmv/rihanna---good-girl-gone-bad,Rihanna - Good Girl Gone Bad,HMV,brand_year_unique,92847a8f-18f7-4274-aa0d-cf2d3a1a5a23
2660,/advert/marks-%26-spencer/italian-range---risotto,Italian Range - Risotto,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
2675,/advert/warner-bros/i-am-legend,I Am Legend,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
2707,/advert/news-of-the-world/match-attax-offer,Match Attax Offer,News Of The World,brand_year_unique,ea6c7bf2-1804-4a4f-a99e-fe3164f7047c
2710,/advert/tesco/christmas-2012---stocking-filler,Christmas 2012 - Stocking Filler,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
2714,/advert/tesco/dramatic-price-cuts,Dramatic Price Cuts,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
2725,/advert/xbox-360/sky-tv,Sky TV,Xbox 360,brand_year_unique,cd10ce7a-dc7e-4d5e-9cc7-2d80c419be3b
2743,/advert/news-of-the-world/world-cup-2010,World Cup 2010,News Of The World,external_id,ea6c7bf2-1804-4a4f-a99e-fe3164f7047c
2751,/advert/news-of-the-world/jade---one-year-on,Jade - One Year On,News Of The World,brand_year_unique,ea6c7bf2-1804-4a4f-a99e-fe3164f7047c
2753,/advert/xbox-360/kinect---star-wars,Kinect - Star Wars,Xbox 360,brand_year_unique,cd10ce7a-dc7e-4d5e-9cc7-2d80c419be3b
2774,/advert/schweppes/ginger-ale,Ginger Ale,Schweppes,external_id,c3737f87-71aa-4fa8-a8a0-360d0f647957
2794,/advert/tesco/easters-close,Easters Close,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
2807,/advert/marks-%26-spencer/a-right-royal-dine-in-for-two,A Right Royal Dine In For Two,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
2836,/advert/tesco/race-for-life-2011,Race For Life 2011,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
2840,/advert/warner-bros/chips---law-and-disorder,Chips - Law And Disorder,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
2866,/advert/tesco/wii-%26-tv-world-cup-deal,Wii & TV World Cup Deal,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
2867,/advert/marks-%26-spencer/toad-in-the-hole,Toad In The Hole,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
2905,/advert/sunday-mirror/cheryl-cole,Cheryl Cole,Sunday Mirror,brand_year_unique,141ebb07-c7e7-4574-b544-aacecdfdec5b
2947,/advert/marks-%26-spencer/caroline-quentin---just-because---mediterranean,Caroline Quentin - Just Because - Mediterranean,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
2951,/advert/kate-moss/kate,Kate,Kate Moss,brand_year_unique,70fc1ac6-82b1-4593-93d9-aa231945ec80
2962,/advert/xbox-360/lego-harry-potter---years-1-4,Lego Harry Potter - Years 1-4,Xbox 360,brand_year_unique,cd10ce7a-dc7e-4d5e-9cc7-2d80c419be3b
2964,/advert/xbox-360/kinect---sports,Kinect - Sports,Xbox 360,brand_year_unique,cd10ce7a-dc7e-4d5e-9cc7-2d80c419be3b
2977,/advert/marks-%26-spencer/the-rendezvous,The Rendezvous,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
2994,/advert/avatar/the-game,The Game,Avatar,external_id,0b35057b-529c-4dc7-82dd-48cbf5605810
2995,/advert/xbox-360/left-4-dead-2,Left 4 Dead 2,Xbox 360,brand_year_unique,cd10ce7a-dc7e-4d5e-9cc7-2d80c419be3b
3000,/advert/tesco/something-for-dinner,Something For Dinner,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
3024,/advert/olympus/pen---strike-a-pose,Pen - Strike A Pose,Olympus,brand_year_unique,ed4cd8a1-5e35-410b-81b0-b145542da551
3040,/advert/sunday-mirror/celeb-%26-holiday-magazines,Celeb & Holiday Magazines,Sunday Mirror,brand_year_unique,141ebb07-c7e7-4574-b544-aacecdfdec5b
3048,/advert/warner-bros/suicide-squad,Suicide Squad,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
3065,/advert/sony/bravia-oled---a-whole-new-world,Bravia OLED - A Whole New World,Sony,brand_year_unique,440cb21c-f678-448e-bce1-d0debda161a5
3075,/advert/john-lewis/sweet-child-of-mine,Sweet Child Of Mine,John Lewis,brand_year_unique,642e8cfa-a4cd-4e32-aabb-94fb28ba0cdb
3078,/advert/hmv/eagles---long-road-out-of-eden,Eagles - Long Road Out Of Eden,HMV,brand_year_unique,92847a8f-18f7-4274-aa0d-cf2d3a1a5a23
3129,/advert/sunday-mirror/twilight-special,Twilight Special,Sunday Mirror,brand_year_unique,141ebb07-c7e7-4574-b544-aacecdfdec5b
3137,/advert/tesco/vat-free-clothing,VAT Free Clothing,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
3146,/advert/carlsberg/old-lions-team-4-4-4,Old Lions Team 4 4 4,Carlsberg,brand_year_unique,2bcde095-d274-4305-b256-2056e48a70a7
3161,/advert/tesco/the-break-up,The Break-Up,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
3170,/advert/tesco/everyday-value---fish-fingers,Everyday Value - Fish Fingers,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
3202,/advert/xbox-360/quantum-of-solace,Quantum Of Solace,Xbox 360,brand_year_unique,cd10ce7a-dc7e-4d5e-9cc7-2d80c419be3b
3216,/advert/ministry-of-sound/classical-chillout,Classical Chillout,Ministry Of Sound,brand_year_unique,73562224-af74-4ed8-8a46-6d571eee46d5
3225,/advert/tesco/f%26f---back-to-school-clothing---assault-course,F&F - Back To School Clothing - Assault Course,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
3230,/advert/tesco/keeping-christmas-special-,Keeping Christmas Special ,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
3233,/advert/tesco/christmas-2012---cadbury-selection-box,Christmas 2012 - Cadbury Selection Box,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
3243,/advert/tesco/value-mushrooms,Value Mushrooms,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
3254,/advert/try-another-language/spanish,Spanish,Try Another Language,external_id,f5352f5f-fc34-4691-8c0b-68f6114fdac8
3270,/advert/dfs/early-sale,Early Sale,DFS,external_id,f8c4e5ef-9cf7-4183-9b72-65849fb0cecc
3296,/advert/marks-%26-spencer/autumn-season-2010---qch-collection,Autumn Season 2010 - QCH Collection,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
3327,/advert/sunday-mirror/free-toy-giveaway,Free Toy Giveaway,Sunday Mirror,brand_year_unique,141ebb07-c7e7-4574-b544-aacecdfdec5b
3332,/advert/sony/xperia---imagined-by-jake-ryan,Xperia - Imagined By Jake Ryan,Sony,brand_year_unique,440cb21c-f678-448e-bce1-d0debda161a5
3334,/advert/warner-bros/africa-united,Africa United,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
3366,/advert/tesco/everyone's-welcome---dessert,Everyone's Welcome - Dessert,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
3457,/advert/tesco/back-to-school,Back To School,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
3509,/advert/xbox-360/halo-4,Halo 4,Xbox 360,brand_year_unique,cd10ce7a-dc7e-4d5e-9cc7-2d80c419be3b
3583,/advert/tesco/value-bacon,Value Bacon,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
3686,/advert/xbox-360/need-for-speed---hot-pursuit,Need For Speed - Hot Pursuit,Xbox 360,brand_year_unique,cd10ce7a-dc7e-4d5e-9cc7-2d80c419be3b
3703,/advert/news-of-the-world/big-brother-sex-secrets,Big Brother Sex Secrets,News Of The World,brand_year_unique,ea6c7bf2-1804-4a4f-a99e-fe3164f7047c
3708,/advert/sunday-mirror/premier-league-guide-2012,Premier League Guide 2012,Sunday Mirror,brand_year_unique,141ebb07-c7e7-4574-b544-aacecdfdec5b
3793,/advert/xbox-360/gears-of-war-3,Gears Of War 3,Xbox 360,brand_year_unique,cd10ce7a-dc7e-4d5e-9cc7-2d80c419be3b
3812,/advert/tesco/curtains,Curtains,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
3817,/advert/lg/oled-tv---light-up-your-world,OLED TV - Light Up Your World,LG,brand_year_unique,848668f5-29bc-45d0-b898-7df0d47e227a
3862,/advert/marks-%26-spencer/summer-2023,Summer 2023,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
3900,/advert/tesco/acer-laptop,Acer Laptop,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
3911,/advert/ministry-of-sound/the-chillout-session-2012,The Chillout Session 2012,Ministry Of Sound,brand_year_unique,73562224-af74-4ed8-8a46-6d571eee46d5
3940,/advert/warner-bros/going-the-distance,Going The Distance,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
3992,/advert/tesco/melon-exchange,Melon Exchange,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
4008,/advert/marks-%26-spencer/girls-just-wanna-have-fun,Girls Just Wanna Have Fun,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
4037,/advert/warner-bros/life-as-we-know-it,Life As We Know It,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
4038,/advert/marks-%26-spencer/piers-morgan---steak,Piers Morgan - Steak,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
4050,/advert/tesco/vine-tomatoes,Vine Tomatoes,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
4058,/advert/dolce-%26-gabbana/light-blue,Light Blue,Dolce & Gabbana,brand_year_unique,132fe790-8177-40b4-ae73-8ec0e1e94cb8
4060,/advert/ministry-of-sound/drive,Drive,Ministry Of Sound,brand_year_unique,73562224-af74-4ed8-8a46-6d571eee46d5
4061,/advert/tesco/christmas-gifts---amanda-holden,Christmas Gifts - Amanda Holden,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
4078,/advert/marks-%26-spencer/christmas-2012---party-food,Christmas 2012 - Party Food,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
4119,/advert/warner-bros/cheri,Cheri,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
4138,/advert/tesco/food-love-stories---sam's-'saviour'-steak-salad,Food Love Stories - Sam's 'Saviour' Steak Salad,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
4148,/advert/marks-%26-spencer/adventures-in-discovery---thai-chicken-penang,Adventures In Discovery - Thai Chicken Penang,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
4185,/advert/lg/shine,Shine,LG,brand_year_unique,848668f5-29bc-45d0-b898-7df0d47e227a
4188,/advert/ministry-of-sound/chilled,Chilled,Ministry Of Sound,brand_year_unique,73562224-af74-4ed8-8a46-6d571eee46d5
4189,/advert/sunday-mirror/premier-league-club-guide,Premier League Club Guide,Sunday Mirror,brand_year_unique,141ebb07-c7e7-4574-b544-aacecdfdec5b
4191,/advert/warner-bros/this-is-where-i-leave-you,This Is Where I Leave You,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
4232,/advert/xbox-360/gears-of-war-2,Gears Of War 2,Xbox 360,brand_year_unique,cd10ce7a-dc7e-4d5e-9cc7-2d80c419be3b
4234,/advert/tesco/delivering-christmas,Delivering Christmas,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
4239,/advert/direct.gov.uk/the-policing-pledge,The Policing Pledge,Direct.gov.uk,external_id,46057165-1d2e-4876-afad-ca1fb7027ea0
4261,/advert/ministry-of-sound/pump-up-the-jam,Pump Up The Jam,Ministry Of Sound,brand_year_unique,73562224-af74-4ed8-8a46-6d571eee46d5
4275,/advert/tesco/the-big-price-drop---keep-britain-going,The Big Price Drop - Keep Britain Going,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
4282,/advert/tesco/a-little-push,A Little Push,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
4284,/advert/tesco/f%26f---autumn%2Fwinter-collection-2010,F&F - Autumn/Winter Collection 2010,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
4305,/advert/warner-bros/mad-max---fury-road,Mad Max - Fury Road,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
4314,/advert/warner-bros/final-destination-5,Final Destination 5,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
4343,/advert/warner-bros/clash-of-the-titans,Clash Of The Titans,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
4357,/advert/marks-%26-spencer/enjoy-the-feast,Enjoy The Feast,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
4411,/advert/warner-bros/harry-potter-%26-the-order-of-the-phoenix,Harry Potter & The Order Of The Phoenix,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
4416,/advert/guerlain/idylle,Idylle,Guerlain,external_id,b791b945-9d53-4c3e-b4c7-bca13786398d
4418,/advert/marks-%26-spencer/this-is-not-just-food,This Is Not Just Food,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
4432,/advert/marks-%26-spencer/adventures-in-chocolate,Adventures In Chocolate,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
4433,/advert/hmv/dvd-box-sets,DVD Box Sets,HMV,brand_year_unique,92847a8f-18f7-4274-aa0d-cf2d3a1a5a23
4435,/advert/tesco/roses,Roses,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
4439,/advert/tesco/roast-leg-of-lamb,Roast Leg Of Lamb,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
4472,/advert/boots/half-price-oral-b-toothbrushes,Half Price Oral-B Toothbrushes,Boots,external_id,a6915707-4fc3-4e8c-ab29-1a5853e55294
4637,/advert/tesco/digital-photo-frame,Digital Photo Frame,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
4643,/advert/citroen/c3---visiodrive,C3 - Visiodrive,Citroen,external_id,7cfd9e6a-a4a1-41f5-baa9-97a9abf72643
4662,/advert/tesco/free-range-egg-pasta,Free Range Egg Pasta,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
4721,/advert/xbox-360/everyone-can-play,Everyone Can Play,Xbox 360,brand_year_unique,cd10ce7a-dc7e-4d5e-9cc7-2d80c419be3b
4749,/advert/bell's/taggart,Taggart,Bell's,brand_year_unique,7e5c30d5-2bb2-40aa-a67e-7ef29e74d4cf
4750,/advert/tesco/helen's-homecoming-lamb,Helen's Homecoming Lamb,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
4787,/advert/warner-bros/from-paris-with-love,From Paris With Love,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
4814,/advert/tesco/toshiba-37-inch-tv,Toshiba 37 Inch TV,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
4859,/advert/john-lewis/christmas-2024-%E2%80%93-the-gifting-hour,Christmas 2024 – The Gifting Hour,John Lewis,brand_year_unique,642e8cfa-a4cd-4e32-aabb-94fb28ba0cdb
4873,/advert/john-lewis/whoever-you're-looking-for-this-christmas,Whoever You're Looking For This Christmas,John Lewis,brand_year_unique,642e8cfa-a4cd-4e32-aabb-94fb28ba0cdb
4881,/advert/marks-%26-spencer/fuller-for-longer-range,Fuller For Longer Range,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
4886,/advert/tesco/fa-skills-coaching,FA Skills Coaching,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
4927,/advert/warner-bros/the-dark-knight,The Dark Knight,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
4934,/advert/xbox-360/you're-in-the-movies---burt-reynolds,You're In The Movies - Burt Reynolds,Xbox 360,brand_year_unique,cd10ce7a-dc7e-4d5e-9cc7-2d80c419be3b
4941,/advert/sunday-mirror/christmas-2012---festive-tv-guide,Christmas 2012 - Festive TV Guide,Sunday Mirror,brand_year_unique,141ebb07-c7e7-4574-b544-aacecdfdec5b
4949,/advert/ministry-of-sound/anthems-1991---2008,Anthems 1991 - 2008,Ministry Of Sound,brand_year_unique,73562224-af74-4ed8-8a46-6d571eee46d5
4956,/advert/tesco/mcenroe-%26-borg,McEnroe & Borg,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
4988,/advert/tesco/great-british-cooking,Great British Cooking,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
4990,/advert/nintendo-ds/legend-of-zelda-spirit-tracks,Legend Of Zelda Spirit Tracks,Nintendo DS,external_id,d6346500-90d3-485b-b688-5132d2478ff1
4994,/advert/tesco/west-country-farmhouse-cheddar,West Country Farmhouse Cheddar,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
5000,/advert/marks-%26-spencer/christmas-gifts,Christmas Gifts,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
5015,/advert/tesco/birdie's-jerk-chicken,Birdie's Jerk Chicken,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
5027,/advert/dolce-%26-gabbana/time,Time,Dolce & Gabbana,brand_year_unique,132fe790-8177-40b4-ae73-8ec0e1e94cb8
5065,/advert/warner-bros/joker,Joker,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
5069,/advert/warner-bros/the-hangover-part-ii,The Hangover Part II,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
5083,/advert/john-lewis/more-than-just-a-gift,More Than Just A Gift,John Lewis,brand_year_unique,642e8cfa-a4cd-4e32-aabb-94fb28ba0cdb
5123,/advert/news-of-the-world/hotels-from-%EF%BF%BD5,Hotels From �5,News Of The World,brand_year_unique,ea6c7bf2-1804-4a4f-a99e-fe3164f7047c
5155,/advert/sony/internet-tv---youtube-live-music,Internet TV - Youtube Live Music,Sony,brand_year_unique,440cb21c-f678-448e-bce1-d0debda161a5
5157,/advert/tesco/car-insurance---great-offers,Car Insurance - Great Offers,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
5163,/advert/warner-bros/dark-shadows,Dark Shadows,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
5227,/advert/tesco/prices-that-take-you-back,Prices That Take You Back,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
5254,/advert/sony/psp---10-free-games,PSP - 10 Free Games,Sony,brand_year_unique,440cb21c-f678-448e-bce1-d0debda161a5
5259,/advert/tesco/cheaper-baskets,Cheaper Baskets,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
5260,/advert/warner-bros/the-goldfinch,The Goldfinch,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
5273,/advert/ministry-of-sound/anthems-ii-1991-%EF%BF%BD-2009,Anthems II 1991 � 2009,Ministry Of Sound,brand_year_unique,73562224-af74-4ed8-8a46-6d571eee46d5
5290,/advert/marks-%26-spencer/christmas-2021---make-the-season-anything-but-ordinary,Christmas 2021 - Make The Season Anything But Ordinary,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
5302,/advert/news-of-the-world/hulk-goody-bag,Hulk Goody Bag,News Of The World,brand_year_unique,ea6c7bf2-1804-4a4f-a99e-fe3164f7047c
5423,/advert/xbox-360/kinect---dance-central,Kinect - Dance Central,Xbox 360,brand_year_unique,cd10ce7a-dc7e-4d5e-9cc7-2d80c419be3b
5446,/advert/tesco/home-insurance---two-ways-to-save,Home Insurance - Two Ways To Save,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
5495,/advert/marks-%26-spencer/christmas-2025-%E2%80%93-dancing-coat,Christmas 2025 – Dancing Coat,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
5510,/advert/tesco/long-clawson-stilton,Long Clawson Stilton,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
5518,/advert/tesco/des-o'conner,Des O'Conner,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
5557,/advert/ministry-of-sound/funk-the-disco,Funk The Disco,Ministry Of Sound,brand_year_unique,73562224-af74-4ed8-8a46-6d571eee46d5
5561,/advert/warner-bros/the-green-lantern,The Green Lantern,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
5587,/advert/canon/digital-ixus-200-is,Digital Ixus 200 IS,Canon,external_id,10cf6e46-76a1-4709-ad4e-67f831858c3b
5605,/advert/hmv/revolutionary-technology,Revolutionary Technology,HMV,brand_year_unique,92847a8f-18f7-4274-aa0d-cf2d3a1a5a23
5620,/advert/xbox-360/kinect,Kinect,Xbox 360,brand_year_unique,cd10ce7a-dc7e-4d5e-9cc7-2d80c419be3b
5652,/advert/tesco/a-little-help-is%EF%BF%BD,A Little Help Is�,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
5683,/advert/news-of-the-world/mr-bean's-holiday,Mr Bean's Holiday,News Of The World,brand_year_unique,ea6c7bf2-1804-4a4f-a99e-fe3164f7047c
5687,/advert/ministry-of-sound/funky-house-classics,Funky House Classics,Ministry Of Sound,brand_year_unique,73562224-af74-4ed8-8a46-6d571eee46d5
5699,/advert/warner-bros/dream-horse,Dream Horse,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
5710,/advert/marks-%26-spencer/christmas-2011---x-factor-contestants,Christmas 2011 - X Factor Contestants,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
5716,/advert/news-of-the-world/free-horror-dvd,Free Horror DVD,News Of The World,brand_year_unique,ea6c7bf2-1804-4a4f-a99e-fe3164f7047c
5732,/advert/carlsberg/draught-master,Draught Master,Carlsberg,brand_year_unique,2bcde095-d274-4305-b256-2056e48a70a7
5758,/advert/xbox-360/family-games,Family Games,Xbox 360,brand_year_unique,cd10ce7a-dc7e-4d5e-9cc7-2d80c419be3b
5863,/advert/marks-%26-spencer/dine-in-for-two,Dine In For Two,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
5868,/advert/xbox-360/download-movies,Download Movies,Xbox 360,brand_year_unique,cd10ce7a-dc7e-4d5e-9cc7-2d80c419be3b
5877,/advert/dolce-%26-gabbana/new-fragrances,New Fragrances,Dolce & Gabbana,brand_year_unique,132fe790-8177-40b4-ae73-8ec0e1e94cb8
5881,/advert/news-of-the-world/score-magazine,Score Magazine,News Of The World,brand_year_unique,ea6c7bf2-1804-4a4f-a99e-fe3164f7047c
5907,/advert/warner-bros/teen-titans-go!-to-the-movies,Teen Titans Go! To The Movies,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
5942,/advert/warner-bros/gangster-squad,Gangster Squad,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
6001,/advert/john-lewis/anyday,Anyday,John Lewis,brand_year_unique,642e8cfa-a4cd-4e32-aabb-94fb28ba0cdb
6002,/advert/tesco/beef-steaks,Beef Steaks,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
6007,/advert/tesco/computers-for-schools-vouchers,Computers For Schools Vouchers,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
6015,/advert/news-of-the-world/bourne-ultimatum-memory-stick-offer,Bourne Ultimatum Memory Stick Offer,News Of The World,brand_year_unique,ea6c7bf2-1804-4a4f-a99e-fe3164f7047c
6019,/advert/tesco/cheeky-little-number,Cheeky Little Number,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
6080,/advert/tesco/christmas-tree-%26-lights,Christmas Tree & Lights,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
6082,/advert/warner-bros/red-riding-hood,Red Riding Hood,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
6104,/advert/ealing-studios/st-trinian's-2---the-legend-of-fritton's-gold,St Trinian's 2 - The Legend Of Fritton's Gold,Ealing Studios,external_id,011f62c2-233a-4fe3-9f7b-e4fe50700cb9
6139,/advert/tesco/feel-the-power,Feel The Power,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
6140,/advert/marks-%26-spencer/free-brut-prestige-cava,Free Brut Prestige Cava,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
6150,/advert/news-of-the-world/free-alvin-cuddly-toy,Free Alvin Cuddly Toy,News Of The World,brand_year_unique,ea6c7bf2-1804-4a4f-a99e-fe3164f7047c
6151,/advert/olympus/pen---independence,Pen - Independence,Olympus,brand_year_unique,ed4cd8a1-5e35-410b-81b0-b145542da551
6200,/advert/warner-bros/the-lego-batman-movie,The Lego Batman Movie,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
6201,/advert/tesco/f%26f---kids-summer-fashion-2020,F&F - Kids Summer Fashion 2020,Tesco,brand_year_unique,bd0438e3-e0d0-42b6-9051-f86431b0fb43
6214,/advert/marks-%26-spencer/summer-food,Summer Food,Marks & Spencer,brand_year_unique,58a3bdc0-49f5-49a9-9d38-0782bc51204f
6226,/advert/warner-bros/tmnt,TMNT,Warner Bros,brand_year_unique,37d8a02b-c81c-4efe-8f28-7737ec39d5e4
