row,legacy_url,title,brand,match_method
2,/advert/nfu-mutual/we-do-right-by-you,We Do Right By You,NFU Mutual,unmatched
3,/advert/strongbow/team-gb---let's-own-it,Team GB - Let's Own It,Strongbow,unmatched
4,/advert/e45/endless-moisture,Endless Moisture,E45,unmatched
5,/advert/microsoft/windows-7---no-worries,Windows 7 - No Worries,Microsoft,unmatched
6,/advert/birds-eye/green-cuisine---chicken-free-dippers,Green Cuisine - Chicken-Free Dippers,Birds Eye,unmatched
7,/advert/millennium-entertainment/the-necessary-death-of-charlie-countryman,The Necessary Death Of Charlie Countryman,Millennium Entertainment,unmatched
8,/advert/newnham-court-shopping-village/easter,Easter,Newnham Court Shopping Village,unmatched
9,/advert/htc/sensation-xl---feel-every-beat,Sensation XL - Feel Every Beat,HTC,unmatched
10,/advert/wii/mario-sports-mix,Mario Sports Mix,Wii,unmatched
11,/advert/warner-leisure-hotels/february-sale,February Sale,Warner Leisure Hotels,unmatched
12,/advert/lionsgate/absolutely-anything,Absolutely Anything,Lionsgate,unmatched
13,/advert/coca-cola/zero---the-date,Zero - The Date,Coca-Cola,unmatched
14,/advert/enterprise/brits-on-the-weekend,Brits On The Weekend,Enterprise,unmatched
15,/advert/sun/london-2012---beach-run,London 2012 - Beach Run,Sun,unmatched
16,/advert/dreamworks/captain-underpants---the-first-epic-movie,Captain Underpants - The First Epic Movie,Dreamworks,unmatched
17,/advert/kellogg's/rice-krispie-squares---krispiesville,Rice Krispie Squares - Krispiesville,Kellogg's,unmatched
18,/advert/pot-noodle/sticky-rib---nightclub,Sticky Rib - Nightclub,Pot Noodle,unmatched
19,/advert/slimthru/ideal-shape,Ideal Shape,Slimthru,unmatched
20,/advert/farm-foods/scampi-%26-chips,Scampi & Chips,Farm Foods,unmatched
21,/advert/muller/light---chocolate-fix,Light - Chocolate Fix,Muller,unmatched
22,/advert/nurofen/express---headache-%26-period-pain,Express - Headache & Period Pain,Nurofen,unmatched
23,/advert/santander/prosper,Prosper,Santander,unmatched
24,/advert/marks-%26-spencer/5-4-3-2-1,5-4-3-2-1,Marks & Spencer,unmatched
25,/advert/mcdonald's/bbq-chicken-snack-wrap,BBQ Chicken Snack Wrap,McDonald's,unmatched
26,/advert/virgin-holidays/we've-taken-off-everything---cruises,We've Taken Off Everything - Cruises,Virgin Holidays,unmatched
27,/advert/lemsip-max/all-night-tablets,All Night Tablets,Lemsip Max,unmatched
28,/advert/yazoo/just-another-day-with-yazoo,Just Another Day With Yazoo,Yazoo,unmatched
29,/advert/cat-stevens/the-very-best-of-cat-stevens,The Very Best Of Cat Stevens,Cat Stevens,unmatched
30,/advert/top-gear/sub-zero-driving-anthems,Sub Zero Driving Anthems,Top Gear,unmatched
31,/advert/pizza-hut-delivery/sexy-people---door,Sexy People - Door,Pizza Hut Delivery,unmatched
32,/advert/sainsbury's/merry-christmas,Merry Christmas,Sainsbury's,unmatched
33,/advert/comparethemarket.com/spot-the-difference,Spot The Difference,CompareTheMarket.com,unmatched
34,/advert/playstation/double-life,Double Life,Playstation,unmatched
35,/advert/aldi/we've-gone-totally-rio---tea,We've Gone Totally Rio - Tea,Aldi,unmatched
36,/advert/better-bathrooms/trick-or-treat,Trick Or Treat,Better Bathrooms,unmatched
37,/advert/thinkbox.tv/where-brands-get-their-breaks,Where Brands Get Their Breaks,Thinkbox.tv,unmatched
38,/advert/coral/mother-russia,Mother Russia,Coral,unmatched
39,/advert/booking.com/football-defeat,Football Defeat,Booking.com,unmatched
40,/advert/columbia/angels-%26-demons,Angels & Demons,Columbia,unmatched
41,/advert/tesco-mobile/unboxing,Unboxing,Tesco Mobile,unmatched
42,/advert/uswitch/broadband%2C-energy%2C-mobiles,"Broadband, Energy, Mobiles",Uswitch,unmatched
43,/advert/vauxhall/panoramic---astra,Panoramic - Astra,Vauxhall,unmatched
44,/advert/people/evil-women,Evil Women,People,unmatched
45,/advert/kia/cee'd---designed-to-change-your-mind,Cee'd - Designed To Change Your Mind,Kia,unmatched
46,/advert/asics/made-of-sport,Made Of Sport,Asics,unmatched
47,/advert/boots/christmas-2011---stakeout,Christmas 2011 - Stakeout,Boots,unmatched
48,/advert/homebase/bathrooms,Bathrooms,Homebase,unmatched
49,/advert/b%26q/transform-your-home,Transform Your Home,B&Q,unmatched
50,/advert/filippo-berio/olive-oil,Olive Oil,Filippo Berio,unmatched
51,/advert/searchlight-pictures/see-how-they-run,See How They Run,Searchlight Pictures,unmatched
52,/advert/michael-kiwanuka/love-%26-hate,Love & Hate,Michael Kiwanuka,unmatched
53,/advert/kayak/food-of-thailand,Food Of Thailand,Kayak,unmatched
54,/advert/danone/light-%26-free,Light & Free,Danone,unmatched
55,/advert/skechers/shape-ups,Shape-Ups,Skechers,unmatched
56,/advert/4-imprint-/promotional-products,Promotional Products,4 Imprint ,unmatched
57,/advert/vision-express/monkey-cage,Monkey Cage,Vision Express,unmatched
58,/advert/asda/mother's-day-plan,Mother's Day Plan,Asda,unmatched
59,/advert/shell/low-soot-fuel---kite-flying,Low Soot Fuel - Kite Flying,Shell,unmatched
60,/advert/valspar/chameleons,Chameleons,Valspar,unmatched
61,/advert/denplan/do-it-for-your-selfie,Do It For Your Selfie,DenPlan,unmatched
62,/advert/hyundai/i20---a-whole-lot-of-sense,i20 - A Whole Lot Of Sense,Hyundai,unmatched
63,/advert/wickes/red-pencil-prices,Red Pencil Prices,Wickes,unmatched
64,/advert/scrubs/series-6-dvd,Series 6 DVD,Scrubs,unmatched
65,/advert/halifax/walking-on-sunshine,Walking On Sunshine,Halifax,unmatched
66,/advert/william-hill/bingo-thrill,Bingo Thrill,William Hill,unmatched
67,/advert/direct-line/price-in-walnut,Price In Walnut,Direct Line,unmatched
68,/advert/groove-armada/greatest-hits,Greatest Hits,Groove Armada,unmatched
69,/advert/nintendo-3ds/lego-star-wars,Lego Star Wars,Nintendo 3DS,unmatched
70,/advert/marks-%26-spencer/a-denim-love-affair,A Denim Love Affair,Marks & Spencer,unmatched
71,/advert/mcdonald's/change-a-little%2C-change-a-lot,"Change A Little, Change A Lot",McDonald's,unmatched
72,/advert/danone/actimel---britain's-favourite,Actimel - Britain's Favourite,Danone,unmatched
73,/advert/aldi/piggybank,Piggybank,Aldi,unmatched
74,/advert/o2/free-roam-eu,Free Roam EU,O2,unmatched
75,/advert/san-miguel/it's-not-a-quick-beer,It's Not A Quick Beer,San Miguel,unmatched
76,/advert/argos/winter-toy-sale,Winter Toy Sale,Argos,unmatched
77,/advert/sunlife/welcome-to-life-after-50,Welcome To Life After 50,Sunlife,unmatched
78,/advert/first-direct/machines,Machines,First Direct,unmatched
79,/advert/veet/hydro-restor---ice-skating,Hydro Restor - Ice Skating,Veet,unmatched
80,/advert/morrisons/disney-collector-cards,Disney Collector Cards,Morrisons,unmatched
81,/advert/basf/essential-products,Essential Products,BASF,unmatched
82,/advert/prime-location.com/yellow,Yellow,Prime Location.com,unmatched
83,/advert/nhs/smokefree---stoptober,Smokefree - Stoptober,NHS,unmatched
84,/advert/lucozade/evolution,Evolution,Lucozade,unmatched
85,/advert/michael-bolton/gems---the-very-best-of,Gems - The Very Best Of,Michael Bolton,unmatched
86,/advert/mike-oldfield/two-sides,Two Sides,Mike Oldfield,unmatched
87,/advert/asda/best-buddies,Best Buddies,Asda,unmatched
88,/advert/argos/connie-%26-trevor-%E2%80%93-speaker,Connie & Trevor – Speaker,Argos,unmatched
89,/advert/lionsgate/crank-2,Crank 2,Lionsgate,unmatched
90,/advert/paypal/pack-light,Pack Light,Paypal,unmatched
91,/advert/ambrosia/feel-good-puds,Feel Good Puds,Ambrosia,unmatched
92,/advert/emirates/milaena,Milaena,Emirates,unmatched
93,/advert/asda/hot-cross-buns,Hot Cross Buns,Asda,unmatched
94,/advert/ferrero-rocher/golden-tree,Golden Tree,Ferrero Rocher,unmatched
95,/advert/kenwood/triblade,Triblade,Kenwood,unmatched
96,/advert/churchill/i-love%EF%BF%BD,I Love�,Churchill,unmatched
97,/advert/motorpoint/how-much-less%3F,How Much Less?,Motorpoint,unmatched
98,/advert/tango/barrel-miss,Barrel Miss,Tango,unmatched
99,/advert/tempcover/temporary-car-insurance-fast,Temporary Car Insurance Fast,Tempcover,unmatched
100,/advert/sky/spring-2011-line-up,Spring 2011 Line Up,Sky,unmatched
101,/advert/halfords/hi-tech-deals,Hi-Tech Deals,Halfords,unmatched
102,/advert/volkswagen/tiguan-compact,Tiguan Compact,Volkswagen,unmatched
103,/advert/wii/mario-%26-sonic-at-the-olympic-winter-games,Mario & Sonic At The Olympic Winter Games,Wii,unmatched
104,/advert/the-centre%3Amk/own-every-moment,Own Every Moment,The Centre:MK,unmatched
105,/advert/sun/%EF%BF%BD15-summer-holidays,�15 Summer Holidays,Sun,unmatched
106,/advert/vo5/extreme-style-rework,Extreme Style Rework,VO5,unmatched
107,/advert/t-mobile/you'll-be-missed,You'll Be Missed,T-Mobile,unmatched
108,/advert/setanta-sports/des,Des,Setanta Sports,unmatched
109,/advert/waitrose/christmas-together,Christmas Together,Waitrose,unmatched
110,/advert/m%26ms/snowman,Snowman,M&Ms,unmatched
111,/advert/red-tractor/year-round-checks,Year-Round Checks,Red Tractor,unmatched
112,/advert/audi/r8---slowest-car-ever-built,R8 - Slowest Car Ever Built,Audi,unmatched
113,/advert/bt/flat-6---mum-visits,Flat 6 - Mum Visits,BT,unmatched
114,/advert/panasonic/lumix-tz7,Lumix TZ7,Panasonic,unmatched
115,/advert/wii/udraw-game-tablet,uDraw Game Tablet,Wii,unmatched
116,/advert/gaviscon/double-action---john-%26-james,Double Action - John & James,Gaviscon,unmatched
117,/advert/velvet/trees,Trees,Velvet,unmatched
118,/advert/yorkshire-tea/usa-tea-rescue,USA Tea Rescue,Yorkshire Tea,unmatched
119,/advert/tesco/i've-got-the-power,I've Got The Power,Tesco,unmatched
120,/advert/sol-de-janeiro/it's-time-to-worship-you,It's Time To Worship You,Sol De Janeiro,unmatched
121,/advert/panasonic/lumix-g---andy-barter,Lumix G - Andy Barter,Panasonic,unmatched
122,/advert/green-flag/breaking-news---baby-dillon's-bath-time,Breaking News - Baby Dillon's Bath Time,Green Flag,unmatched
123,/advert/capcom/street-fighter-v,Street Fighter V,Capcom,unmatched
124,/advert/party-poker.com/millions,Millions,Party Poker.com,unmatched
125,/advert/braun/silk-epil,Silk Epil,Braun,unmatched
126,/advert/kfc/snack-box---not-going-out,Snack Box - Not Going Out,KFC,unmatched
127,/advert/jackpotjoy.com/mobility-scooter-racing,Mobility Scooter Racing,Jackpotjoy.com,unmatched
128,/advert/daily-mirror/the-season,The Season,Daily Mirror,unmatched
129,/advert/henkel/unibond-%26-loctite,Unibond & Loctite,Henkel,unmatched
130,/advert/b%26q/lynne,Lynne,B&Q,unmatched
131,/advert/joop!/homme-wild,Homme Wild,Joop!,unmatched
132,/advert/tampax/flow-forecast,Flow Forecast,Tampax,unmatched
133,/advert/turkish-airlines/fly-to-gotham,Fly To Gotham,Turkish Airlines,unmatched
134,/advert/ok!/jade's-wedding,Jade's Wedding,OK!,unmatched
135,/advert/fidelity-international/expecting,Expecting,Fidelity International,unmatched
136,/advert/direct-line/25-year-anniversary,25 Year Anniversary,Direct Line,unmatched
137,/advert/very.co.uk/christmas-2016---get-more-out-of-giving,Christmas 2016 - Get More Out Of Giving,Very.co.uk,unmatched
138,/advert/vodafone/evo---sam-ryder,EVO - Sam Ryder,Vodafone,unmatched
139,/advert/tesco/stronger-starts,Stronger Starts,Tesco,unmatched
140,/advert/888-casino/suspense---fruit-crush,Suspense - Fruit Crush,888 Casino,unmatched
141,/advert/fox's/rocky---elbow-space,Rocky - Elbow Space,Fox's,unmatched
142,/advert/simba/rigorous-mattress-testing,Rigorous Mattress Testing,Simba,unmatched
143,/advert/sky%2B-hd/the-pacific,The Pacific,Sky+ HD,unmatched
144,/advert/scs/snuggle-up,Snuggle Up,ScS,unmatched
145,/advert/hallmark/graceful-rebecca,Graceful Rebecca,Hallmark,unmatched
146,/advert/whatsapp/message-privately,Message Privately,WhatsApp,unmatched
147,/advert/hive/control-your-home-from-your-phone,Control Your Home From Your Phone,Hive,unmatched
148,/advert/news-of-the-world/kerry-%26-bev-exclusive,Kerry & Bev Exclusive,News Of The World,unmatched
149,/advert/warner-bros/batman-v-superman---dawn-of-justice,Batman V Superman - Dawn Of Justice,Warner Bros,unmatched
150,/advert/ice-age-4/dvd---scrat's-christmas-acorn,DVD - Scrat's Christmas Acorn,Ice Age 4,unmatched
151,/advert/kingsmill/little-big-loaf,Little Big Loaf,Kingsmill,unmatched
152,/advert/hsbc/chinese-new-year---red-envelopes,Chinese New Year - Red Envelopes,HSBC,unmatched
153,/advert/maybelline/falsies,Falsies,Maybelline,unmatched
154,/advert/dimension-films/all-the-boys-love-mandy-lane,All The Boys Love Mandy Lane,Dimension Films,unmatched
155,/advert/kia/imaginary-rappers,Imaginary Rappers,Kia,unmatched
156,/advert/brilliant-giftshop.co.uk/christmas-shopping,Christmas Shopping,Brilliant Giftshop.co.uk,unmatched
157,/advert/find-and-fund-my-car.com/feel-good-car-buying,Feel Good Car Buying,Find And Fund My Car.com,unmatched
158,/advert/lloyds-bank/apple-pay---the-christmas-star,Apple Pay - The Christmas Star,Lloyds Bank,unmatched
159,/advert/nokia/lumia,Lumia,Nokia,unmatched
160,/advert/skechers/demi-lovato,Demi Lovato,Skechers,unmatched
161,/advert/clover/half-the-saturated-fat-of-butter,Half The Saturated Fat Of Butter,Clover,unmatched
162,/advert/shameless/series-4-dvd-release,Series 4 DVD Release,Shameless,unmatched
163,/advert/halifax/scooby-doo,Scooby-Doo,Halifax,unmatched
164,/advert/ghost-town/dvd-release,DVD Release,Ghost Town,unmatched
165,/advert/daily-mail/free-digital-radio,Free Digital Radio,Daily Mail,unmatched
166,/advert/evian/bare-necessities,Bare Necessities,Evian,unmatched
167,/advert/sainsbury's/asparagus,Asparagus,Sainsbury's,unmatched
168,/advert/stargate-sg-1/dvd-%26-magazine-collection,DVD & Magazine Collection,Stargate SG-1,unmatched
169,/advert/john-frieda/hydrate-and-recharge,Hydrate And Recharge,John Frieda,unmatched
170,/advert/sony-ericsson/vivaz---kung-fu,Vivaz - Kung Fu,Sony Ericsson,unmatched
171,/advert/benadryl/allergy-season,Allergy Season,Benadryl,unmatched
172,/advert/t.c.-harrison/there's-no-comparison,There's No Comparison,T.C. Harrison,unmatched
173,/advert/garnier/ultralift-challenge,UltraLift Challenge,Garnier,unmatched
174,/advert/pepsi-max/human-slinky,Human Slinky,Pepsi Max,unmatched
175,/advert/national-savings-and-investments/the-right-thing,The Right Thing,National Savings And Investments,unmatched
176,/advert/optical-express/an-active-lifestyle,An Active Lifestyle,Optical Express,unmatched
177,/advert/nescafe/moments---before-you-go,Moments - Before You Go,Nescafe,unmatched
178,/advert/learn-direct/des-the-supervisor,Des The Supervisor,Learn Direct,unmatched
179,/advert/fox's/vinnie---a-jam-tragedy,Vinnie - A Jam Tragedy,Fox's,unmatched
180,/advert/apple/iphone-s---voice-recognition,iPhone S - Voice Recognition,Apple,unmatched
181,/advert/vodafone/rocket-boy,Rocket Boy,Vodafone,unmatched
182,/advert/farm-foods/chicken-%26-potatoes,Chicken & Potatoes,Farm Foods,unmatched
183,/advert/peugeot/just-add-fuel---paper-models,Just Add Fuel - Paper Models,Peugeot,unmatched
184,/advert/pantene/katie-piper,Katie Piper,Pantene,unmatched
185,/advert/qantas/new-a380,New A380,Qantas,unmatched
186,/advert/888.com/%EF%BF%BD8%2C888%2C888-jackpot,"�8,888,888 Jackpot",888.com,unmatched
187,/advert/nintendo-ds/pokemon-gold-%26-silver,Pokemon Gold & Silver,Nintendo DS,unmatched
188,/advert/duckduckgo/i'll-be-watching-you,I'll Be Watching You,DuckDuckGo,unmatched
189,/advert/burger-king/you're-fired!,You're Fired!,Burger King,unmatched
190,/advert/thinkbox/tooth-fairy-plc,Tooth Fairy PLC,Thinkbox,unmatched
191,/advert/money-supermarket.com/epic-dance-off,Epic Dance Off,Money Supermarket.com,unmatched
192,/advert/peugeot/308---rain,308 - Rain,Peugeot,unmatched
193,/advert/iceland/tradditional-christmas,Tradditional Christmas,Iceland,unmatched
194,/advert/nikon/coolpix,Coolpix,Nikon,unmatched
195,/advert/three/two-networks.-more-coverage,Two Networks. More Coverage,Three,unmatched
196,/advert/leonard-cheshire/creature-discomforts---stick-insects,Creature Discomforts - Stick Insects,Leonard Cheshire,unmatched
197,/advert/kellogg's/grain%2C-sunshine-and-rain,"Grain, Sunshine And Rain",Kellogg's,unmatched
198,/advert/admiral/looking-out-for-you,Looking Out For You,Admiral,unmatched
199,/advert/columbia-pictures/peter-rabbit,Peter Rabbit,Columbia Pictures,unmatched
200,/advert/nintendo-3ds/this-is-not-ds,This Is Not DS,Nintendo 3DS,unmatched
201,/advert/just-for-men/touch-of-grey,Touch Of Grey,Just For Men,unmatched
202,/advert/durex-play/o,O,Durex Play,unmatched
203,/advert/magnum/temptation---cut-the-alarm,Temptation - Cut The Alarm,Magnum,unmatched
204,/advert/trivago/sir-lancelot,Sir Lancelot,Trivago,unmatched
205,/advert/disneyland-paris/star-wars---season-of-the-force,Star Wars - Season Of The Force,Disneyland Paris,unmatched
206,/advert/yakult/magic!,Magic!,Yakult,unmatched
207,/advert/columbia/the-house-bunny,The House Bunny,Columbia,unmatched
208,/advert/money-supermarket/the-money-super-seven-%E2%80%93-incognito,The Money Super Seven – Incognito,Money Supermarket,unmatched
209,/advert/mail-on-sunday/ub40-dvd,UB40 DVD,Mail On Sunday,unmatched
210,/advert/schmidt's/natural-deodorant,Natural Deodorant,Schmidt's,unmatched
211,/advert/thorpe-park/saw-the-ride,Saw The Ride,Thorpe Park,unmatched
212,/advert/katherine-jenkins/daydream,Daydream,Katherine Jenkins,unmatched
213,/advert/lochs-%26-glens-holidays/scottish-coach-holidays,Scottish Coach Holidays,Lochs & Glens Holidays,unmatched
214,/advert/lexus/ux---self-charging-hybrid,UX - Self-Charging Hybrid,Lexus,unmatched
215,/advert/sainsbury's/active-kids-2010,Active Kids 2010,Sainsbury's,unmatched
216,/advert/finish/diamond-standard,Diamond Standard,Finish,unmatched
217,/advert/times/indie-icons-cd,Indie Icons CD,Times,unmatched
218,/advert/tesco/top-christmas-toys,Top Christmas Toys,Tesco,unmatched
219,/advert/canon/eos-550d---take-stories,Eos 550D - Take Stories,Canon,unmatched
220,/advert/tesco/jersey-royal-potatoes,Jersey Royal Potatoes,Tesco,unmatched
221,/advert/holland-%26-barrett/ask-us-anything,Ask Us Anything,Holland & Barrett,unmatched
222,/advert/23-and-me/know-your-dna,Know Your DNA,23 And Me,unmatched
223,/advert/schwartz/recipe-mixes,Recipe Mixes,Schwartz,unmatched
224,/advert/universal/kick-ass,Kick-Ass,Universal,unmatched
225,/advert/samsung/galaxy-z-flip5,Galaxy Z Flip5,Samsung,unmatched
226,/advert/apple/iphone-11-pro---snowball-fight,iPhone 11 Pro - Snowball Fight,Apple,unmatched
227,/advert/panasonic/viera-neopdp-televisions,Viera NeoPDP Televisions,Panasonic,unmatched
228,/advert/precious-rocks%2C-gems-%26-minerals/magazine-collection,Magazine Collection,"Precious Rocks, Gems & Minerals",unmatched
229,/advert/citroen/the-spacebox,The Spacebox,Citroen,unmatched
230,/advert/toyota/yaris-hybrid---gymnast-katelyn-ohashi,Yaris Hybrid - Gymnast Katelyn Ohashi,Toyota,unmatched
231,/advert/pedigree/adoption-drive---misha,Adoption Drive - Misha,Pedigree,unmatched
232,/advert/rightmove/outnumbered,Outnumbered,Rightmove,unmatched
233,/advert/paramount/shooter,Shooter,Paramount,unmatched
234,/advert/cosmopolitan/this-summer's-must-read,This Summer's Must Read,Cosmopolitan,unmatched
235,/advert/lloyds-tsb/pampered-hamster,Pampered Hamster,Lloyds TSB,unmatched
236,/advert/bose/fresh-designs,Fresh Designs,Bose,unmatched
237,/advert/zenith/january-sale-2013,January Sale 2013,Zenith,unmatched
238,/advert/maoam/gorilla,Gorilla,Maoam,unmatched
239,/advert/edf-energy/autumn,Autumn,EDF Energy,unmatched
240,/advert/entertainment-one/big-eyes,Big Eyes,Entertainment One,unmatched
241,/advert/dreams/wake-up!,Wake Up!,Dreams,unmatched
242,/advert/weetabix/make-britain-great-again!,Make Britain Great Again!,Weetabix,unmatched
243,/advert/elvis-presley/if-i-can-dream,If I Can Dream,Elvis Presley,unmatched
244,/advert/citroen/c4---ehdi-engine---cyclists,C4 - eHDi Engine - Cyclists,Citroen,unmatched
245,/advert/20th-century-fox/the-happening,The Happening,20th Century Fox,unmatched
246,/advert/lionsgate/good-luck-chuck,Good Luck Chuck,Lionsgate,unmatched
247,/advert/waitrose/dinner--for-two,Dinner  For Two,Waitrose,unmatched
248,/advert/nintendo-3ds/professor-layton-%26-the-spectre's-call,Professor Layton & The Spectre's Call,Nintendo 3DS,unmatched
249,/advert/bacardi/the-perfect-mojito,The Perfect Mojito,Bacardi,unmatched
250,/advert/gamble-aware/the-grip-of-gambling,The Grip Of Gambling,Gamble Aware,unmatched
251,/advert/magnet/zester,Zester,Magnet,unmatched
252,/advert/coca-cola/holidays-are-coming---rak-su,Holidays Are Coming - Rak-Su,Coca Cola,unmatched
253,/advert/pg-tips/colonic,Colonic,PG Tips,unmatched
254,/advert/reebok/crossfit,CrossFit,Reebok,unmatched
255,/advert/maybelline/moisture-extreme-lipstick,Moisture Extreme Lipstick,Maybelline,unmatched
256,/advert/raylo/tech-leasing,Tech Leasing,Raylo,unmatched
257,/advert/warner-bros/how-to-be-single,How To Be Single,Warner Bros,unmatched
258,/advert/emirates/dubai,Dubai,Emirates,unmatched
259,/advert/virgin-media/vivid-is-here,Vivid Is Here,Virgin Media,unmatched
260,/advert/michael-mcdonald/soul-speak,Soul Speak,Michael McDonald,unmatched
261,/advert/autotrader/silence-the-squawk,Silence The Squawk,Autotrader,unmatched
262,/advert/paramount/how-to-lose-friends-%26-alienate-people,How To Lose Friends & Alienate People,Paramount,unmatched
263,/advert/mccoy's/don't-deny-the-beast,Don't Deny The Beast,McCoy's,unmatched
264,/advert/p-%26-o-cruises/shiver-of-excitement,Shiver Of Excitement,P & O Cruises,unmatched
265,/advert/brantano/shoe-identity-projection,Shoe Identity Projection,Brantano,unmatched
266,/advert/max-factor/face-finity---all-day-flawless,Face Finity - All Day Flawless,Max Factor,unmatched
267,/advert/nintendo-ds/diddy-kong-racing,Diddy Kong Racing,Nintendo DS,unmatched
268,/advert/carling/chrome,Chrome,Carling,unmatched
269,/advert/revlon/photoready-makeup---halle-berry,PhotoReady Makeup - Halle Berry,Revlon,unmatched
270,/advert/hemoclin/rapid-relief,Rapid Relief,HemoClin,unmatched
271,/advert/calgon/limescale-attack,Limescale Attack,Calgon,unmatched
272,/advert/20th-century-fox/diary-of-a-wimpy-kid,Diary Of A Wimpy Kid,20th Century Fox,unmatched
273,/advert/new-line-cinema/journey-to-the-center-of-the-earth,Journey To The Center Of The Earth,New Line Cinema,unmatched
274,/advert/lionsgate/a-little-chaos,A Little Chaos,Lionsgate,unmatched
275,/advert/churchill/free-talking-toy---oh-si!,Free Talking Toy - Oh Si!,Churchill,unmatched
276,/advert/hula-hoops/sport-relief-hoopathon,Sport Relief Hoopathon,Hula Hoops,unmatched
277,/advert/always/simply-fits,Simply Fits,Always,unmatched
278,/advert/apple/iphone-x---animoji-yourself,iPhone X - Animoji Yourself,Apple,unmatched
279,/advert/marks-%26-spencer/a-rainbow-of-cashmere,A Rainbow Of Cashmere,Marks & Spencer,unmatched
280,/advert/entertainment-one/wild-rose,Wild Rose,Entertainment One,unmatched
281,/advert/samsung/do-what-you-can't---ostrich,Do What You Can't - Ostrich,Samsung,unmatched
282,/advert/one-call-direct.com/birds,Birds,One Call Direct.com,unmatched
283,/advert/huntingdon-garden-%26-leisure/believe,Believe,Huntingdon Garden & Leisure,unmatched
284,/advert/heat/tacky-wedding-special,Tacky Wedding Special,Heat,unmatched
285,/advert/debenham's/designers---horse-races,Designers - Horse Races,Debenham's,unmatched
286,/advert/argos/vanishing-act,Vanishing Act,Argos,unmatched
287,/advert/disney-world/the-year-of-a-million-dreams,The Year Of A Million Dreams,Disney World,unmatched
288,/advert/post-office/the-people's-post-office,The People's Post Office,Post Office,unmatched
289,/advert/william-hill/bingo-thrill,Bingo Thrill,William Hill,unmatched
290,/advert/gov.uk/you-can't-vote,You Can't Vote,Gov.uk,unmatched
291,/advert/waterstone's/books-of-the-year,Books Of The Year,Waterstone's,unmatched
292,/advert/great-rail-journeys/holidays-by-rail,Holidays By Rail,Great Rail Journeys,unmatched
293,/advert/burger-king/give-in-to-the-craving,Give In To The Craving,Burger King,unmatched
294,/advert/mail-on-sunday/elvis-love-songs-cd,Elvis Love Songs CD,Mail On Sunday,unmatched
295,/advert/tesco/keeping-christmas-special---beer-%26-cider,Keeping Christmas Special - Beer & Cider,Tesco,unmatched
296,/advert/boots/mother's-day-2015,Mother's Day 2015,Boots,unmatched
297,/advert/dfs/get-the-look,Get The Look,DFS,unmatched
298,/advert/cheestrings/spaghetti---cheese-car,Spaghetti - Cheese Car,Cheestrings,unmatched
299,/advert/coca-cola/because-i-can,Because I Can,Coca Cola,unmatched
300,/advert/burger-king/angus-mini-burgers,Angus Mini Burgers,Burger King,unmatched
301,/advert/bupa/running-app,Running App,Bupa,unmatched
302,/advert/very.co.uk/dress-down-friday,Dress Down Friday,Very.co.uk,unmatched
303,/advert/subway/columbus,Columbus,Subway,unmatched
304,/advert/clinique/emilia-clarke,Emilia Clarke,Clinique,unmatched
305,/advert/jethro/a-giant-portion-of-jethro,A Giant Portion Of Jethro,Jethro,unmatched
306,/advert/calpol/supermarket,Supermarket,Calpol,unmatched
307,/advert/trident/ted-ferris,Ted Ferris,Trident,unmatched
308,/advert/compare-the-market.com/sergei's-twilight-days,Sergei's Twilight Days,Compare The Market.com,unmatched
309,/advert/very.co.uk/get-more-out-of-everyday,Get More Out Of Everyday,Very.co.uk,unmatched
310,/advert/the-lives-of-others/dvd-release,DVD Release,The Lives Of Others,unmatched
311,/advert/art-of-crochet/magazine-collection,Magazine Collection,Art Of Crochet,unmatched
312,/advert/carshop/stop-the-press!,Stop The Press!,Carshop,unmatched
313,/advert/coors/jean-claude-van-damme---snow-angels,Jean-Claude Van Damme - Snow Angels,Coors,unmatched
314,/advert/microsoft/windows-7---my-power-knows-no-limits,Windows 7 - My Power Knows No Limits,Microsoft,unmatched
315,/advert/thornton's/reasons,Reasons,Thornton's,unmatched
316,/advert/maplin/tightrope-dog,Tightrope Dog,Maplin,unmatched
317,/advert/ibis/go-get-it-%E2%80%93-festival,Go Get It – Festival,Ibis,unmatched
318,/advert/ford/64-kas%3F,64 KAs?,Ford,unmatched
319,/advert/currys-%26-pc-world/a-song-for-dad,A Song For Dad,Currys & PC World,unmatched
320,/advert/hundred-rooms.co.uk/same-vacation%2C-different-prices,"Same Vacation, Different Prices",Hundred Rooms.co.uk,unmatched
321,/advert/sudocrem/for-everybody,For Everybody,Sudocrem,unmatched
322,/advert/ok!/motherhood-%26-marriage,Motherhood & Marriage,OK!,unmatched
323,/advert/robbie-williams/the-heavy-entertainment-show,The Heavy Entertainment Show,Robbie Williams,unmatched
324,/advert/gulliver's/theme-parks,Theme Parks,Gulliver's,unmatched
325,/advert/nintendo-ds/dragon-quest-ix---team-up-with-friends,Dragon Quest IX - Team Up With Friends,Nintendo DS,unmatched
326,/advert/h%26m/david-beckham-bodyware,David Beckham Bodyware,H&M,unmatched
327,/advert/tesco/keeping-christmas-special---turkey,Keeping Christmas Special - Turkey,Tesco,unmatched
328,/advert/mfi/don't-start,Don't Start,MFI,unmatched
329,/advert/morrisons/pamper-yourself,Pamper Yourself,Morrisons,unmatched
330,/advert/now-tv/big-night-in,Big Night In,Now TV,unmatched
